Gene	strand	SwitchScore	Tissue1	Tissue1Inc	Tissue2	Tissue2Inc	GeneDescription	chr	start	end	Event_hg18
MAP2K7,MKK7	+	0.76	skelMuscle	0.95	testes	0.19	mitogen-activated protein kinase kinase 7,mitogen-a	chr19	7905807	7905855	chr19:7876693-7876740:+
THRAP5	-	0.26	cerebellum	1	lymphNode	0.74	Thyroid hormone receptor-associated protein compl	chr19	876973	877180	chr19:827974-828180:-
ANGPTL4	+	0.35	HME	0.65	brain	1.00	delta-tubulin,delta-tubulin,misshapen/NIK-related kinase isoform 2,misshapen/ angiopoietin-like 4 protein isoform a precursor,angio	chr19	8369218	8369332	chr19:8340103-8340216:+
ELAVL1	-	0.26	cerebellum	1	MCF7	0.74	ELAV-like 1	chr19	8430657	8430867	chr19:8401542-8401751:-
03/02/08	+	0.26	cerebellum	1	MCF7	0.74	membrane-associated ring finger (C3HC4) 2,memb	chr19	8430657	8430867	chr19:8401542-8401751:+
MAP4K4	+	0.93	HME	1	brain	0.07	mitogen-activated protein kinase kinase kinase,mito	chr2	101860824	101860986	chr2:101843719-101843880:+
MAP4K4	+	0.88	MB435	0.05	brain	0.93	mitogen-activated protein kinase kinase kinase,mitog	chr2	101863820	101864051	chr2:101846715-101846945:+
MAP4K4	+	0.45	adipose	0.31	testes	0.75	mitogen-activated protein kinase kinase kinase,mitog	chr2	101871493	101871685	chr2:101854388-101854579:+
NCK2	+	0.28	heart	0.72	liver	1.00	NCK adaptor protein 2 isoform A,NCK adaptor prote	chr2	105881327	105882049	chr2:105864216-105864937:+
TMEM177	+	0.36	cerebellum	1	testes	0.65	hypothetical protein LOC80775,Homo sapiens cDNA	chr2	119680831	119681123	chr2:120154878-120155169:+
BIN1	-	0.57	cerebellum	1	MB435	0.43	NA	chr2	127051153	127051243	chr2:127525200-127525289:-
BIN1	-	0.69	cerebellum	0.69	skelMuscle	0.00	bridging integrator 1 isoform 4,bridging integrator 1 i	chr2	127052254	127052362	chr2:127526301-127526408:-
BIN1	-	1	adipose	0	skelMuscle	1.00	bridging integrator 1 isoform 4,bridging integrator 1 i	chr2	127060595	127060640	chr2:127534642-127534686:-
BIN1	-	0.74	cerebellum	0.74	breast	0.00	bridging integrator 1 isoform 4,bridging integrator 1 i	chr2	127068162	127068255	chr2:127542209-127542301:-
LIMS2	-	0.33	breast	1	lymphNode	0.67	LIM and senescent cell antigen-like domains 2,LIM	chr2	127642048	127642199	chr2:128116094-128116244:-
WDR33	-	0.31	cerebellum	1	T47D	0.69	WD repeat domain 33 isoform 1,WD repeat domain	chr2	127713582	127714021	chr2:128187627-128188065:-
POLR2D	-	0.64	BT474	1	HME	0.36	DNA directed RNA polymerase II polypeptide D,Hom	chr2	127852924	127853105	chr2:128326969-128327149:-
HNMT	+	0.43	breast	0.1	colon	0.53	histamine N-methyltransferase isoform 1,histamine N	chr2	137967096	137967386	chr2:138441137-138441426:+
n/a	+	0.87	MCF7	0.05	testes	0.92	n/a	chr2	149119102	149119163	chr2:149683863-149683923:+
FMNL2,KIAA1902	+	0.36	cerebellum	0.39	brain	0.03	formin-like 2,CDNA FLJ16308 fis, clone PUAEN200	chr2	152643418	152643544	chr2:153208179-153208304:+
FMNL2,KIAA1902	+	0.76	MB435	0.81	brain	0.05	formin-like 2,CDNA FLJ16308 fis, clone PUAEN200	chr2	152645433	152645480	chr2:153210194-153210240:+
FMNL2,KIAA1902	+	0.72	MB435	0.79	brain	0.07	NA	chr2	152645433	152645527	chr2:153210194-153210287:+
HYPA,PRPF40A	-	0.64	BT474	0.16	skelMuscle	0.80	Homo sapiens HSPC225 mRNA, complete cds.,Hom	chr2	152679055	152679109	chr2:153243816-153243869:-
n/a	+	0.81	cerebellum	1	testes	0.19	n/a	chr2	158676738	158676867	chr2:159241497-159241625:+
CD302	-	0.36	liver	1	lymphNode	0.64	CD302 antigen	chr2	159783358	159783469	chr2:160348116-160348226:-
STK39	-	0.66	MCF7	1	MB435	0.34	serine threonine kinase 39 (STE20/SPS1 homolog,	chr2	168065318	168065381	chr2:168630075-168630137:-
ITGA6	+	0.56	HME	1	MB435	0.44	integrin alpha chain, alpha 6 isoform a	chr2	172501771	172501901	chr2:173074746-173074875:+
AF283776	-	0.42	cerebellum	1	testes	0.58	activating transcription factor 2,Homo sapiens cDNA	chr2	175121443	175121540	chr2:175694418-175694514:-
DKFZp779G0129,S	+	0.3	MCF7	0.7	HME	1.00	sperm specific antigen 2,SSFA2 protein (Hypothetic	chr2	181928160	181928278	chr2:182501133-182501250:+
STAT1	-	0.27	MCF7	1	MB435	0.73	signal transducer and activator of transcription,signa	chr2	191013524	191013678	chr2:191586496-191586649:-
MYO1B,myh-1	+	0.36	BT474	0.84	MB435	0.48	myosin IB,myosin IB,Hypothetical protein (Fragment)	chr2	191400748	191400835	chr2:191973720-191973806:+
MYO1B,myh-1	+	0.36	HME	0.04	MB435	0.40	myosin IB,myosin IB,Hypothetical protein (Fragment)	chr2	191402631	191402718	chr2:191975603-191975689:+
BMPR2	+	0.59	cerebellum	0.41	breast	1.00	bone morphogenetic protein receptor type II,Homo s	chr2	202555251	202556531	chr2:203128220-203129499:+
PUM2	-	0.59	HME	1	MB435	0.41	pumilio homolog 2,pumilio homolog 2,pumilio homol	chr2	20278582	20278819	chr2:20341825-20342061:-
ABI2,argBPIB	+	0.51	MB435	1	brain	0.49	abl interactor 2,abl interactor 2,Abl interactor 2 (Abel	chr2	203394699	203394846	chr2:203967668-203967814:+
ABI2,argBPIB	+	0.48	cerebellum	0.82	heart	0.35	abl interactor 2,abl interactor 2,Abl interactor 2 (Abel	chr2	203396784	203396967	chr2:203969753-203969935:+
NDUFS1	-	0.37	cerebellum	1	BT474	0.64	NADH dehydrogenase (ubiquinone) Fe-S protein 1,	chr2	206152418	206152510	chr2:206725388-206725479:-
FN1	-	0.42	HME	0.84	brain	0.42	fibronectin 1 isoform 1 preproprotein,fibronectin 1 iso	chr2	215372108	215372300	chr2:215945077-215945268:-
FN1	-	0.54	cerebellum	1	brain	0.46	fibronectin 1 isoform 1 preproprotein,fibronectin 1 iso	chr2	215372108	215372375	chr2:215945077-215945343:-
FN1	-	0.5	breast	0.14	MB435	0.64	fibronectin 1 isoform 1 preproprotein,fibronectin 1 iso	chr2	215380810	215381080	chr2:215953779-215954048:-
TNS1,DKFZp434G1	-	0.86	breast	0.07	heart	0.93	tensin,tensin,tensin,CDNA: FLJ21295 fis, clone COL	chr2	217830366	217830390	chr2:218403335-218403358:-
ZNF142	-	0.5	cerebellum	0.5	BT474	1.00	zinc finger protein 142,zinc finger protein 142,zinc fi	chr2	218651700	218652300	chr2:219224668-219225267:-
BCS1L	+	0.38	cerebellum	1	MB435	0.62	BCS1-like,BCS1-like,BCS1-like,BCS1-like,BCS1-lik	chr2	218660036	218660166	chr2:219233004-219233133:+
BCS1L	+	0.31	cerebellum	1	breast	0.69	BCS1-like,BCS1-like,BCS1-like,BCS1-like,BCS1-lik	chr2	218660938	218661307	chr2:219233906-219234274:+
KIAA0657,OBSL1	-	0.35	cerebellum	1	breast	0.65	CDNA FLJ13792 fis, clone THYRO1000072, weakly	chr2	219558183	219558459	chr2:220131150-220131425:-
GL004,C2orf33	+	0.55	MB435	0.07	skelMuscle	0.62	hypothetical protein LOC56947,hypothetical protein	chr2	227342744	227342819	chr2:227915705-227915779:+
GL004,C2orf33	+	0.45	cerebellum	1	testes	0.55	hypothetical protein LOC56947,hypothetical protein	chr2	227347225	227347384	chr2:227920186-227920344:+
GL004,C2orf33	+	0.52	lymphNode	0.48	skelMuscle	1.00	hypothetical protein LOC56947,hypothetical protein	chr2	227352513	227352573	chr2:227925474-227925533:+
TRIP12	-	0.5	adipose	0.13	brain	0.64	thyroid hormone receptor interactor 12,thyroid hormo	chr2	229860405	229860531	chr2:230433366-230433491:-
SP100	+	0.5	colon	0.38	liver	0.88	nuclear antigen Sp100 isoform 2,nuclear antigen Sp	chr2	230417590	230417665	chr2:230990550-230990624:+
ATG16L1,FLJ10035	+	0.3	cerebellum	1	testes	0.70	APG16 autophagy 16-like isoform 1,APG16 autoph	chr2	233264891	233265143	chr2:233838277-233838528:+
MLPH	+	0.5	BT474	1	MB435	0.50	melanophilin isoform 1,melanophilin isoform 2,melan	chr2	237519909	237520029	chr2:238093292-238093411:+
MLPH	+	0.42	MCF7	0.11	MB435	0.53	melanophilin isoform 1,melanophilin isoform 2,melan	chr2	237534563	237534647	chr2:238107946-238108029:+
LRRFIP1	+	0.27	heart	0.73	skelMuscle	1.00	leucine rich repeat (in FLII) interacting,leucine rich r	chr2	237751199	237751271	chr2:238324582-238324653:+
LRRFIP1	+	0.27	heart	1	skelMuscle	0.73	leucine rich repeat (in FLII) interacting,leucine rich r	chr2	237758728	237758821	chr2:238332111-238332203:+
ILKAP	-	0.28	cerebellum	1	lymphNode	0.73	integrin-linked kinase-associated protein,integrin-lin	chr2	238185180	238185287	chr2:238758561-238758667:-
ASB1	+	0.26	cerebellum	1	MB435	0.74	ankyrin repeat and SOCS box-containing protein	chr2	238435710	238436013	chr2:239009091-239009393:+
KIAA1845,CAPN10	+	0.34	cerebellum	0.38	testes	0.04	NA	chr2	240595933	240596152	chr2:241184024-241184242:+
KIAA1845,CAPN10	+	0.64	cerebellum	1	testes	0.36	calpain 10 isoform a,calpain 10 isoform c,calpain 10	chr2	240595933	240596521	chr2:241184024-241184611:+
KIAA1845,CAPN10	+	0.4	cerebellum	1	testes	0.60	calpain 10 isoform a,calpain 10 isoform c,calpain 10	chr2	240596318	240596521	chr2:241184409-241184611:+
KIF1A	-	0.27	cerebellum	0.1	BT474	0.37	axonal transport of synaptic vesicles,Homo sapiens	chr2	240757318	240757594	chr2:241345409-241345684:-
KIF1A,KIF1A	-	0.72	cerebellum	0.72	BT474	0.00	NA	chr2	240772569	240772596	chr2:241360660-241360686:-
SF3B14	-	0.3	adipose	1	skelMuscle	0.70	splicing factor 3B, 14 kDa subunit	chr2	24074075	24074194	chr2:24150450-24150568:-
SNED1,FLJ00133,A	+	0.59	adipose	1	lymphNode	0.41	6720455I24Rik homolog,6720455I24Rik homolog,In	chr2	241073265	241073364	chr2:241661354-241661452:+
MTERFD2	-	0.28	cerebellum	1	testes	0.72	MTERF domain containing 2,MTERF domain contai	chr2	241097242	241097427	chr2:241685331-241685515:-
MTERFD2	-	0.56	BT474	1	MB435	0.44	MTERF domain containing 2,MTERF domain contai	chr2	241099395	241099894	chr2:241687484-241687982:-
hNedd5,SEPT2	+	0.6	BT474	0.23	HME	0.82	septin 2,septin 2,septin 2,septin 2,septin 2,Homo sap	chr2	241316429	241316540	chr2:241904518-241904628:+
hNedd5,SEPT2	+	0.27	cerebellum	1	BT474	0.73	septin 2,septin 2,septin 2,septin 2,septin 2,Homo sa	chr2	241325998	241326113	chr2:241914087-241914201:+
BOK	+	0.35	cerebellum	1	BT474	0.65	BCL2-related ovarian killer,Homo sapiens cDNA FLJ	chr2	241559454	241559703	chr2:242147543-242147791:+
D2HGDH,pp13479	+	0.42	cerebellum	0.58	MCF7	1.00	D-2-hydroxyglutarate dehydrogenase precursor,Hom	chr2	241735132	241735516	chr2:242323221-242323604:+
BDTN,DTNB	-	0.57	breast	1	brain	0.43	NA	chr2	25387288	25387378	chr2:25463662-25463751:-
BDTN,DTNB	-	0.96	cerebellum	1	testes	0.04	dystrobrevin, beta isoform 1,dystrobrevin, beta isofor	chr2	25419514	25419535	chr2:25495888-25495908:-
SEC12,PREB	-	0.51	cerebellum	0.49	breast	1.00	NA	chr2	27132229	27132403	chr2:27208602-27208775:-
KRTCAP3	+	0.25	MCF7	0.75	colon	1.00	keratinocyte associated protein 3,keratinocyte assoc	chr2	27442578	27442763	chr2:27518950-27519134:+
ZNF512	+	0.27	cerebellum	0.81	HME	0.54	zinc finger protein 512,ZNF512 protein.,ZNF512 pro	chr2	27583657	27583716	chr2:27660029-27660087:+
MRPL33	+	0.5	liver	0.61	lymphNode	0.11	mitochondrial ribosomal protein L33 isoform a,mitoc	chr2	27774423	27774530	chr2:27850795-27850901:+
BIRC6	+	0.26	cerebellum	1	skelMuscle	0.74	baculoviral IAP repeat-containing 6	chr2	32607454	32607643	chr2:32686026-32686214:+
LTBP1	+	0.7	HME	1	colon	0.30	latent transforming growth factor beta binding,latent	chr2	33342837	33342963	chr2:33421409-33421534:+
CRIM1	+	0.43	breast	1	colon	0.57	cysteine-rich motor neuron 1	chr2	36396613	36396787	chr2:36477261-36477434:+
HEATR5B,KIAA141	-	0.34	cerebellum	1	brain	0.66	NA	chr2	37002305	37002572	chr2:37082953-37083219:-
ARL6IP2	-	0.49	HME	0.51	colon	1.00	ADP-ribosylation factor-like 6 interacting,ARL6IP2 pr	chr2	38343267	38343512	chr2:38423914-38424158:-
SFRS7,HSSG1	-	0.3	colon	0.02	lymphNode	0.33	splicing factor, arginine/serine-rich 7,Homo sapiens	chr2	38748897	38749346	chr2:38829544-38829992:-
DHX57	-	0.41	MB435	0.59	T47D	1.00	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57,Pu	chr2	38868181	38868411	chr2:38948828-38949057:-
PIGF	-	0.28	HME	0.72	MB435	1.00	phosphatidylinositol glycan, class F isoform 1	chr2	46614936	46615185	chr2:46695580-46695828:-
MCFD2	-	0.3	breast	1	lymphNode	0.71	multiple coagulation factor deficiency 2,multiple coa	chr2	46907809	46907969	chr2:46988453-46988612:-
MCFD2	-	0.75	cerebellum	0.25	breast	1.00	multiple coagulation factor deficiency 2,multiple coa	chr2	46909022	46909177	chr2:46989666-46989820:-
C2orf30	+	0.3	MB435	1	testes	0.70	chromosome 2 open reading frame 30,	chromosome	chr2	53808298	53808460	chr2:53888940-53889101:+
RTN4	-	0.7	cerebellum	1	breast	0.30	reticulon 4 isoform A,reticulon 4 isoform D,reticulon	chr2	55025085	55027485	chr2:55105726-55108125:-
SMEK2	-	0.49	MCF7	1	BT474	0.51	SMEK homolog 2, suppressor of mek1,SMEK homol	chr2	55598415	55599039	chr2:55679056-55679679:-
UGP2	+	0.39	cerebellum	0.08	breast	0.47	UDP-glucose pyrophosphorylase 2 isoform a,UDP-g	chr2	63842538	63842599	chr2:63923177-63923237:+
SPRED2	-	0.42	MB435	1	adipose	0.59	sprouty-related protein with EVH-1 domain 2	chr2	65334604	65334773	chr2:65415243-65415411:-
n/a	+	0.3	cerebellum	1	testes	0.71	n/a	chr2	66569049	66569145	chr2:66649686-66649781:+
TIA1	-	0.34	MB435	0.71	lymphNode	0.38	TIA1 protein isoform 2,TIA1 protein isoform 1,Homo	chr2	70229058	70229091	chr2:70309695-70309727:-
TEX261	-	0.42	breast	1	lymphNode	0.58	testis expressed sequence 261	chr2	70991829	70991983	chr2:71072468-71072621:-
NAGK	+	0.27	cerebellum	0.73	HME	1.00	N-Acetylglucosamine kinase,Homo sapiens mRNA f	chr2	71070501	71070586	chr2:71151140-71151224:+
ZNF638,NP220	+	0.81	cerebellum	1	liver	0.19	zinc finger protein 638,zinc finger protein 638,zinc fin	chr2	71348752	71350271	chr2:71429391-71430909:+
WDR54	+	0.48	cerebellum	1	lymphNode	0.52	WD repeat domain 54	chr2	74422119	74422375	chr2:74502755-74503010:+
WDR54	+	0.45	cerebellum	1	lymphNode	0.55	WD repeat domain 54	chr2	74422152	74422375	chr2:74502788-74503010:+
RTKN	-	0.35	MB435	0.17	brain	0.52	rhotekin isoform c	chr2	74439550	74439977	chr2:74520186-74520612:-
DOK1	+	0.43	MB435	1	adipose	0.57	docking protein 1,DOK1 protein.,docking protein 1,D	chr2	74555893	74556078	chr2:74636529-74636713:+
RETSAT	-	0.26	breast	1	T47D	0.74	all-trans-13,14-dihydroretinol saturase	chr2	85343998	85344165	chr2:85424633-85424799:-
RBED1,DKFZp667H	+	0.48	HME	1	lymphNode	0.53	RNA binding motif and ELMO domain 1,CDNA: FLJ2	chr2	85355075	85355170	chr2:85435710-85435804:+
GGCX	-	0.39	BT474	1	liver	0.62	gamma-glutamyl carboxylase	chr2	85560814	85560985	chr2:85641449-85641619:-
CGI149,VPS24	-	0.25	MCF7	1	lymphNode	0.75	vacuolar protein sorting 24 isoform 1,vacuolar protei	chr2	86542251	86542312	chr2:86622886-86622946:-
DKFZp451P074,SM	+	0.47	heart	0.95	skelMuscle	0.48	SET and MYND domain containing 1,SET and MYN	chr2	88093516	88093555	chr2:88174151-88174189:+
FLJ10916	+	0.92	breast	1	skelMuscle	0.08	hypothetical protein LOC55258,Homo sapiens cDNA	chr2	88185327	88185479	chr2:88265962-88266113:+
FLJ10916	+	0.92	breast	1	testes	0.08	hypothetical protein LOC55258,Homo sapiens cDNA	chr2	88185327	88185724	chr2:88265962-88266358:+
DDEF2	+	0.54	cerebellum	0.85	BT474	0.30	development- and differentiation-enhancing,develop	chr2	9391061	9391196	chr2:9448642-9448776:+
Icap-1a,ITGB1BP1	-	0.36	breast	1	lymphNode	0.64	integrin cytoplasmic domain-associated protein 1,int	chr2	9418625	9418732	chr2:9476206-9476312:-
TMEM127	-	0.25	cerebellum	1	heart	0.75	hypothetical protein LOC55654,hypothetical protein	chr2	96265137	96265489	chr2:96294603-96294954:-
TMEM127	-	0.26	cerebellum	1	heart	0.74	hypothetical protein LOC55654,hypothetical protein	chr2	96265137	96265512	chr2:96294603-96294977:-
ARID5A	+	0.42	breast	0.47	adipose	0.90	Homo sapiens AT rich interactive domain 5A (MRF1	chr2	96549320	96549459	chr2:96578785-96578923:+
FLJ10081,KIAA131	-	0.27	cerebellum	1	colon	0.73	hypothetical protein LOC55683,hypothetical protein	chr2	96602115	96602338	chr2:96631580-96631802:-
ACTR1B	-	0.63	cerebellum	1	skelMuscle	0.37	ARP1 actin-related protein 1 homolog B,	chr2	97660570	97660646	chr2:97643466-97643541:-
MKKS	-	0.39	cerebellum	1	BT474	0.61	McKusick-Kaufman syndrome protein,McKusick-Kau	chr20	10412529	10413931	chr20:10341178-10342579:-
KIAA1398,RRBP1	-	0.56	HME	0.19	adipose	0.75	NA	chr20	17679998	17680075	chr20:17608644-17608720:-
SNX5	-	0.34	breast	1	MCF7	0.66	NA	chr20	17968374	17968457	chr20:17897018-17897100:-
ENTPD6,CD39L2	+	0.54	cerebellum	0.21	MB435	0.75	ectonucleoside triphosphate diphosphohydrolase,ect	chr20	25206521	25206590	chr20:25135158-25135226:+
ENTPD6,CD39L2	+	0.45	MCF7	0.55	liver	1.00	ectonucleoside triphosphate diphosphohydrolase,ect	chr20	25207075	25207397	chr20:25135712-25136033:+
ENTPD6,CD39L2	+	0.46	MCF7	0.54	liver	1.00	ectonucleoside triphosphate diphosphohydrolase,ect	chr20	25207078	25207397	chr20:25135715-25136033:+
ENTPD6,CD39L2	+	0.37	cerebellum	1	HME	0.64	ectonucleoside triphosphate diphosphohydrolase,ect	chr20	25221231	25221333	chr20:25149868-25149969:+
ABHD12	-	0.3	cerebellum	0.7	MCF7	1.00	abhydrolase domain containing 12 isoform a,abhydr	chr20	25320198	25320318	chr20:25248835-25248954:-
HM13	+	0.33	BT474	0.35	liver	0.02	minor histocompatibility antigen 13 isoform 3,minor	chr20	31548676	31548793	chr20:29600141-29600257:+
HM13	+	0.37	cerebellum	0.63	skelMuscle	1.00	minor histocompatibility antigen 13 isoform 3,minor h	chr20	31554745	31554829	chr20:29606210-29606293:+
HM13	+	0.74	lymphNode	0.03	skelMuscle	0.77	minor histocompatibility antigen 13 isoform 3,minor h	chr20	31568077	31568224	chr20:29619542-29619688:+
HM13	+	0.7	lymphNode	0.02	skelMuscle	0.72	minor histocompatibility antigen 13 isoform 3,minor h	chr20	31568077	31568280	chr20:29619542-29619744:+
ASXL1,ASXH1	+	0.4	adipose	0.56	lymphNode	0.16	additional sex combs like 1,Homo sapiens ASXH1 m	chr20	32429900	32430053	chr20:30481365-30481517:+
ITPA,OK/SW-cl.9	+	0.26	breast	1	HME	0.74	inosine triphosphatase isoform a,inosine triphospha	chr20	3213257	3213383	chr20:3141904-3142029:+
PXMP4	-	0.41	T47D	0.59	liver	1.00	peroxisomal membrane protein 4 isoform a,peroxiso	chr20	33710554	33710753	chr20:31762022-31762220:-
ZNF341	+	0.25	lymphNode	1	testes	0.75	zinc finger protein 341,Homo sapiens cDNA FLJ146	chr20	33745102	33745299	chr20:31796570-31796766:+
RALY	+	0.27	HME	0.65	lymphNode	0.91	RNA binding protein (autoantigenic,,RNA binding pr	chr20	34073818	34073866	chr20:32125286-32125333:+
NCOA6	-	0.56	cerebellum	1	liver	0.44	nuclear receptor coactivator 6	chr20	34740362	34743341	chr20:32791828-32794806:-
ERGIC3	+	0.8	cerebellum	0.8	breast	0.00	serologically defined breast cancer antigen 84,serolo	chr20	35554371	35554386	chr20:33605557-33605571:+
n/a	-	0.38	MCF7	1	adipose	0.62	n/a	chr20	35632162	35632234	chr20:33683499-33683570:-
DKFZp781C0423,D	-	0.36	breast	1	lymphNode	0.64	Homo sapiens cDNA FLJ44170 fis, clone THYMU20	chr20	35729461	35729527	chr20:33780798-33780863:-
DKFZp781C0423,D	-	0.25	MB435	0.21	T47D	0.46	Homo sapiens cDNA FLJ44170 fis, clone THYMU20	chr20	35740524	35740597	chr20:33791861-33791933:-
HCA58,AX746620,P	+	0.3	breast	1	testes	0.70	PHD finger protein 20,PHD finger protein 20,Homo	chr20	35899369	35899648	chr20:33950706-33950984:+
EPB41L1	+	0.3	cerebellum	1	testes	0.70	erythrocyte membrane protein band 4.1-like 1,erythr	chr20	36173763	36173954	chr20:34225100-34225290:+
EPB41L1	+	0.82	brain	0.98	testes	0.16	erythrocyte membrane protein band 4.1-like 1,erythr	chr20	36195328	36195364	chr20:34246665-34246700:+
DKFZp564N1363	+	0.27	T47D	0.28	adipose	0.01	hypothetical protein LOC25980,hypothetical protein	chr20	36236881	36236966	chr20:34288218-34288302:+
KIAA0964,DLGAP4	+	0.53	brain	0.55	testes	0.02	disks large-associated protein 4 isoform a,CDNA FL	chr20	36499241	36499321	chr20:34561059-34561138:+
NDRG3	-	0.25	MB435	0.02	colon	0.27	N-myc downstream-regulated gene 3 isoform a,N-m	chr20	36654800	36654839	chr20:34716618-34716656:-
HOIL-1	+	0.38	MB435	0.62	T47D	1.00	Homo sapiens HOIL-1 mRNA for ubiquitin ligase, co	chr20	420870	421031	chr20:349515-349675:+
RPN2	+	0.92	liver	0.08	skelMuscle	1.00	ribophorin II precursor,ribophorin II precursor,ribopho	chr20	37238401	37238449	chr20:35300219-35300266:+
MANBAL	+	0.45	BT474	0.55	testes	0.10	mannosidase, beta A, lysosomal-like,Homo sapiens	chr20	37298762	37298879	chr20:35360580-35360696:+
NNAT	+	0.43	cerebellum	0.25	colon	0.68	neuronatin isoform alpha,neuronatin isoform beta,	chr20	37522357	37522438	chr20:35584174-35584254:+
KIAA0406	-	0.72	breast	1	liver	0.28	hypothetical protein LOC9675,hypothetical protein L	chr20	38011514	38013857	chr20:36073331-36075673:-
VISA,KIAA1271	+	0.26	cerebellum	1	BT474	0.74	Mitochondrial antiviral-signaling protein (Interferon-b	chr20	3857634	3857809	chr20:3786282-3786456:+
SFRS6	+	0.53	cerebellum	1	MB435	0.47	arginine/serine-rich splicing factor 6,arginine/serine-r	chr20	43459152	43459317	chr20:41521207-41521371:+
SFRS6	+	0.64	cerebellum	1	breast	0.36	arginine/serine-rich splicing factor 6,arginine/serine-r	chr20	43459152	43459420	chr20:41521207-41521474:+
C20orf100,TOX2	+	0.5	adipose	0.5	lymphNode	1.00	chromosome 20 open reading frame 100,Homo sapi	chr20	44065711	44066107	chr20:42127766-42128161:+
PKIG	+	0.71	BT474	0.12	skelMuscle	0.82	cAMP-dependent protein kinase inhibitor gamma,cA	chr20	44582584	44582731	chr20:42644640-42644786:+
KIAA1637,NCOA5	-	0.25	cerebellum	0.75	BT474	1.00	nuclear receptor coactivator 5,nuclear receptor coac	chr20	46079386	46079453	chr20:44141433-44141499:-
ELMO2	-	0.45	HME	0.47	brain	0.92	engulfment and cell motility 2,OTTHUMP000000317	chr20	46398696	46398771	chr20:44460743-44460817:-
SULF2	-	0.49	MCF7	0.51	adipose	1.00	sulfatase 2 isoform a precursor,sulfatase 2 isoform b	chr20	47659398	47659452	chr20:45721550-45721603:-
STAU1	-	0.53	BT474	0.47	brain	1.00	staufen isoform a,staufen isoform c,staufen isoform	chr20	49165996	49166285	chr20:47215941-47216229:-
